player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Greg Dortch,WR,ARI,NA,1.7,1.7,13.8,NA,NA,0.1,0.5,2.4,NA,0,0,2.44,NA,14935,FleaFlicker,14108,NA,NA,NA,NA,NA,8,GBSun 4:25 PM,NA,0.1,16.2,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,ARI,NA,1.9,1.9,17.7,NA,NA,0.1,0,0.1,NA,0,0,2.42,NA,12937,FleaFlicker,13176,NA,NA,NA,NA,NA,8,GBSun 4:25 PM,NA,0.1,17.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,NA,1.4,1.4,14.8,NA,NA,0.1,0.8,3.5,NA,0,0,2.39,NA,19346,FleaFlicker,17171,NA,NA,NA,NA,NA,0,NESun 1:00 PM,NA,0.1,18.3,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,PIT,NA,1,1,14.3,NA,NA,0.2,0,0,NA,0,0,2.39,NA,14849,FleaFlicker,14280,NA,NA,NA,NA,NA,5,@CINThu 8:15 PM,NA,0.2,14.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,TEN,NA,1.5,1.5,19,NA,NA,0.1,0,0.3,NA,0,0,2.39,NA,15564,FleaFlicker,14858,NA,NA,NA,NA,NA,0,NESun 1:00 PM,NA,0.1,19.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,NA,1.6,1.6,18.3,NA,NA,0.1,0,0.1,NA,0,0,2.38,NA,19287,FleaFlicker,17083,NA,NA,NA,NA,NA,6,@SEAMon 10:00 PM,NA,0.1,18.4,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dont'e Thornton,WR,LV,NA,1.5,1.5,18.4,NA,NA,0.1,0,0.1,NA,0,0,2.33,NA,19354,FleaFlicker,17087,NA,NA,NA,NA,NA,8,@KCSun 1:00 PM,NA,0.1,18.5,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Bryant,WR,DEN,NA,1.3,1.3,14.9,NA,NA,0.1,0,0,NA,0,0,2.13,NA,19288,FleaFlicker,17082,NA,NA,NA,NA,NA,2,NYGSun 4:05 PM,NA,0.1,14.9,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,CAR,NA,1.5,1.5,13.2,NA,NA,0.1,0,0,NA,0,0,2.1,NA,14836,FleaFlicker,14123,NA,NA,NA,NA,NA,4,@NYJSun 1:00 PM,NA,0.1,13.2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,KC,NA,0.8,0.8,12.3,NA,NA,0.1,0.1,0.7,NA,0,0,2.02,NA,16835,FleaFlicker,15787,NA,NA,NA,NA,NA,0,LVSun 1:00 PM,NA,0.1,13,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTAdonai Mitchell,WR,IND,NA,1.1,1.1,16.4,NA,NA,0.1,0,0.2,NA,0,0.1,1.94,NA,18395,FleaFlicker,16626,NA,NA,NA,NA,NA,1,@LACSun 4:05 PM,NA,0.1,16.6,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTRay-Ray McCloud,WR,ATL,NA,1.3,1.3,14.8,NA,NA,0.1,0.1,1.3,NA,0,0,1.93,NA,13934,FleaFlicker,13641,NA,NA,NA,NA,NA,5,@SFSun 8:20 PM,NA,0.1,16.1,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,1.2,1.2,15.9,NA,NA,0.1,0,0,NA,0,0,1.93,NA,17648,FleaFlicker,16183,NA,NA,NA,NA,NA,4,@DENSun 4:05 PM,NA,0.1,15.9,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,SF,NA,0.8,0.8,12.7,NA,NA,0.1,0.1,0.3,NA,0,0,1.9,NA,12106,FleaFlicker,12785,NA,NA,NA,NA,NA,4,ATLSun 8:20 PM,NA,0.1,13.1,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Miller,WR,TB,NA,1,1,13.5,NA,NA,0.1,0,0,NA,0,0,1.89,NA,18217,FleaFlicker,16958,NA,NA,NA,NA,NA,9,@DETMon 7:00 PM,NA,0.1,13.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,PHI,NA,1.2,1.2,14,NA,NA,0.1,0,0.1,NA,0,0,1.87,NA,16821,FleaFlicker,15755,NA,NA,NA,NA,NA,9,@MINSun 1:00 PM,NA,0.1,14.1,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,1.2,1.2,12.6,NA,NA,0.1,0,0.1,NA,0,0,1.86,NA,9891,FleaFlicker,11938,NA,NA,NA,NA,NA,6,PHISun 1:00 PM,NA,0.1,12.7,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Williams,WR,NE,NA,1.1,1.1,13.8,NA,NA,0.1,0.2,0.7,NA,0,0,1.85,NA,19273,FleaFlicker,17134,NA,NA,NA,NA,NA,4,@TENSun 1:00 PM,NA,0.1,14.4,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,NA,0.9,0.9,12.8,NA,NA,0.1,0.5,2,NA,0,0,1.78,NA,18536,FleaFlicker,16778,NA,NA,NA,NA,NA,0,WASSun 4:25 PM,NA,0.1,14.8,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamari Thrash,WR,CLE,NA,1.1,1.1,12.5,NA,NA,0.1,0,0.3,NA,0,0,1.74,NA,18528,FleaFlicker,16624,NA,NA,NA,NA,NA,9,MIASun 1:00 PM,NA,0.1,12.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Noel,WR,HOU,NA,1.1,1.1,11.5,NA,NA,0.1,0.2,1.2,NA,0,0,1.73,NA,19286,FleaFlicker,17080,NA,NA,NA,NA,NA,6,@SEAMon 10:00 PM,NA,0.1,12.6,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Horn,WR,CAR,NA,0.9,0.9,10.9,NA,NA,0.1,0.3,1.1,NA,0,0,1.72,NA,19432,FleaFlicker,17234,NA,NA,NA,NA,NA,4,@NYJSun 1:00 PM,NA,0.1,11.9,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casey Washington,WR,ATL,NA,1.1,1.1,13,NA,NA,0.1,0,0,NA,0,0,1.7,NA,18547,FleaFlicker,16760,NA,NA,NA,NA,NA,5,@SFSun 8:20 PM,NA,0.1,13,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,6.68,101.3,NA,NA,0.52,NA,1.71,NA,0.01,0.03,20.1,NA,2570341,NFL,16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.69,83.76,NA,NA,0.67,NA,0.67,NA,NA,0.03,19.09,NA,2566073,NFL,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,NA,6.55,90.17,NA,NA,0.34,NA,2.49,NA,0.02,0.03,17.92,NA,2570026,NFL,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,6.03,85.04,NA,NA,0.43,NA,2.75,NA,0.02,0.03,17.45,NA,2563848,NFL,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,5.32,74.5,NA,NA,0.48,NA,0.18,NA,NA,0.03,15.61,NA,2566127,NFL,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,5.24,71.75,NA,NA,0.52,NA,0.68,NA,NA,0.02,15.56,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,NA,5.58,69.8,NA,NA,0.45,NA,0.3,NA,NA,0.04,15.21,NA,2569921,NFL,16194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LAR,NA,NA,4.56,73.73,NA,NA,0.55,NA,0.12,NA,NA,0.03,15.19,NA,2543495,NFL,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,4.39,70.41,NA,NA,0.63,NA,NA,NA,NA,0.03,15.15,NA,2543468,NFL,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,5.15,74.98,NA,NA,0.39,NA,0.2,NA,NA,0.03,14.95,NA,2566292,NFL,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,NA,4.94,69.92,NA,NA,0.46,NA,1.13,NA,0.01,0.03,14.81,NA,2573992,NFL,17071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,NA,5.7,68.17,NA,NA,0.33,NA,1.27,NA,0.01,0.03,14.62,NA,2552608,NFL,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,5.4,71.42,NA,NA,0.33,NA,0.92,NA,0.01,0.03,14.61,NA,2567250,NFL,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,4.71,73.39,NA,NA,0.38,NA,0.19,NA,NA,0.02,14.31,NA,2564556,NFL,14836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,5.75,69.95,NA,NA,0.26,NA,0.26,NA,NA,0.03,14.27,NA,2567973,NFL,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,NA,5.08,67.49,NA,NA,0.4,NA,0.45,NA,NA,0.03,14.21,NA,2572477,NFL,16627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,NA,NA,4.1,68.63,NA,NA,0.53,NA,0.22,NA,NA,0.02,14.13,NA,2562685,NFL,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel Sr.,WR,WAS,NA,NA,4.44,53.98,NA,NA,0.4,NA,9.11,NA,0.1,0.03,13.69,NA,2562721,NFL,14136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,4.45,64.37,NA,NA,0.35,NA,2.3,NA,0.02,0.06,13.58,NA,2569110,NFL,16080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,NA,3.74,66.44,NA,NA,0.5,NA,0.56,NA,NA,0.03,13.38,NA,2568159,NFL,15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,4.58,61.91,NA,NA,0.43,NA,NA,NA,NA,0.03,13.29,NA,2560888,NFL,13630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,NA,4.29,60.29,NA,NA,0.47,NA,0.48,NA,NA,0.03,13.13,NA,2562489,NFL,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,4.34,57.54,NA,NA,0.5,NA,0.82,NA,0.01,0.07,13.1,NA,2570275,NFL,16188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,NA,NA,4.12,61.87,NA,NA,0.47,NA,0.33,NA,NA,0.04,13.08,NA,2571907,NFL,16616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,4.35,64.18,NA,NA,0.39,NA,NA,NA,NA,0.02,13.07,NA,2562238,NFL,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,4.84,55.2,NA,NA,0.45,NA,0.19,NA,NA,0.05,12.98,NA,2540154,NFL,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas Jr.,WR,JAX,NA,NA,4.27,61.59,NA,NA,0.36,NA,0.86,NA,0.01,0.02,12.7,NA,2572162,NFL,16618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.47,57.51,NA,NA,0.4,NA,0.28,NA,NA,0.02,12.61,NA,2566409,NFL,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,SF,NA,NA,4.06,62.72,NA,NA,0.37,NA,0.73,NA,NA,0.02,12.59,NA,2558914,NFL,13418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,NA,5.03,57.3,NA,NA,0.27,NA,0.33,NA,NA,0.03,12.35,NA,2564136,NFL,14842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,NA,NA,4.25,57.86,NA,NA,0.37,NA,0.52,NA,NA,0.02,12.27,NA,2572411,NFL,16614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,5.23,49.66,NA,NA,0.3,NA,1.68,NA,0.01,0.03,12.16,NA,2568012,NFL,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,NA,4.06,49.99,NA,NA,0.28,NA,4.8,NA,0.04,0.02,11.42,NA,2560813,NFL,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,4.6,53.84,NA,NA,0.2,NA,1.65,NA,0.01,0.03,11.35,NA,2562492,NFL,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,3.59,50.47,NA,NA,0.4,NA,NA,NA,NA,0.02,11,NA,2563731,NFL,14835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,NA,3.7,45.5,NA,NA,0.34,NA,4.32,NA,0.04,0.03,10.9,NA,2572186,NFL,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,3.24,52.68,NA,NA,0.31,NA,2.9,NA,0.03,0.02,10.8,NA,2567565,NFL,15756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,NA,NA,3.6,45.3,NA,NA,0.4,NA,0.75,NA,0.01,0.02,10.63,NA,2574142,NFL,17073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,NA,3.63,47.4,NA,NA,0.35,NA,0.73,NA,0.01,0.02,10.56,NA,2557898,NFL,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,NA,3.31,51.22,NA,NA,0.3,NA,1.57,NA,0.01,0.02,10.41,NA,2572507,NFL,16622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,3.45,47.69,NA,NA,0.33,NA,0.24,NA,NA,0.03,10.16,NA,2565114,NFL,14860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,NA,3.53,45.04,NA,NA,0.27,NA,3.05,NA,0.02,0.02,10.04,NA,2570059,NFL,16287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,NA,3.77,51.29,NA,NA,0.17,NA,0.83,NA,0.01,0.02,10.02,NA,2563896,NFL,14833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,3.2,41.88,NA,NA,0.36,NA,0.14,NA,NA,0.03,9.5,NA,2567586,NFL,15779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,NA,2.97,40.55,NA,NA,0.37,NA,0.23,NA,NA,0.02,9.23,NA,2570074,NFL,16186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,ATL,NA,NA,3.09,45.93,NA,NA,0.23,NA,0.28,NA,NA,0.03,9.03,NA,2563707,NFL,14974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,NA,NA,3.38,42.83,NA,NA,0.21,NA,0.34,NA,NA,0.03,8.9,NA,2560781,NFL,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Hunter,WR,JAX,NA,NA,3.45,40.38,NA,NA,0.16,NA,1.88,NA,0.01,0.02,8.66,NA,2574217,NFL,17074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,NA,NA,3.14,42.91,NA,NA,0.21,NA,NA,NA,NA,0.02,8.65,NA,2572920,NFL,16809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Golden,WR,GB,NA,NA,3.15,35.47,NA,NA,0.26,NA,1.33,NA,0.01,0.02,8.41,NA,2574130,NFL,17075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,NA,2.94,40.06,NA,NA,0.24,NA,0.27,NA,NA,0.01,8.39,NA,2570092,NFL,16193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,3.29,37.33,NA,NA,0.17,NA,0.57,NA,NA,0.02,8.06,NA,2569861,NFL,16187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,NA,NA,2.87,28.87,NA,NA,0.15,NA,7.2,NA,0.06,0.03,8.04,NA,2572255,NFL,16684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,NYJ,NA,NA,2.78,37.97,NA,NA,0.24,NA,NA,NA,NA,NA,8.02,NA,2558194,NFL,13168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Whittington,WR,LAR,NA,NA,2.78,38.09,NA,NA,0.14,NA,2.31,NA,0.02,0.02,7.74,NA,2572216,NFL,16633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,KC,NA,NA,2.67,33.51,NA,NA,0.25,NA,0.11,NA,NA,0.02,7.49,NA,2562379,NFL,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims Jr.,WR,DEN,NA,NA,2.43,31.33,NA,NA,0.21,NA,2.24,NA,0.02,0.04,7.45,NA,2569717,NFL,16189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,NYG,NA,NA,2.88,33.69,NA,NA,0.19,NA,NA,NA,NA,0.01,7.37,NA,2562668,NFL,14118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
